Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001
"36081050400","Census Tract 504","Census Tract 504, Queens County, New York","ny","140","00","ACSSF","0006861",,,,,"36","081",,,,"050400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081050400",,,"216307","0",1960,1960,23468.39,0.083516603165729,532,0,25,30,6,16,43,29,22,39,38,5,65,84,36,47,47,78088,78088,,61750,,,,,,162679,,90285.3383458647,82396,99682.1515892421,34875,52887.8048780488,25208,30794,48563,14219,19682,37543,13179,31566,,30649,32344,,64643,35650,,31330,45417,17500,69000,29000,,29135,26023,78661,,78088,81563,47375,532,473,59,532,445,87,532,86,446,532,75,457,532,160,372,532,26,506,532,6,526,532,78,454,532,38,494,26708,31826,26404,,,,25457,28608,32546,10403
"36081050500","Census Tract 505","Census Tract 505, Queens County, New York","ny","140","00","ACSSF","0006862",,,,,"36","081",,,,"050500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081050500",,,"116113","0",1502,1502,33503.24,0.0448314818447035,573,11,17,25,30,12,19,50,21,24,68,30,66,37,53,67,43,69083,69083,58424,,,114250,,,,,59076,92970.6806282723,76346,103471.989528796,57554,67183.2460732984,40994,42240,58478,25000,36563,57647,13977,50750,,22218,46442,58750,83750,53846,35417,38235,52500,57404,100455,45952,,20685,41442,58824,73393,69083,106750,57609,573,445,128,573,440,133,573,42,531,573,137,436,573,150,423,573,19,554,573,6,567,573,78,495,573,35,538,38336,43029,21815,,33743,,38034,,29801,46919
"36081050600","Census Tract 506","Census Tract 506, Queens County, New York","ny","140","00","ACSSF","0006863",,,,,"36","081",,,,"050600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081050600",,,"206128","0",1490,1490,18721.78,0.0795864691264979,433,0,18,51,12,8,17,25,5,20,0,25,92,42,15,48,55,83011,83011,,83693,,,,,,,,97219.6304849884,85313,94474.6666666667,38500,36068.9655172414,33184,40083,49931,16438,33137,35645,30101,37171,,30970,34698,82115,68088,45893,103214,36250,41833,,67574,34828,,19831,33750,85750,75875,83011,93365,,433,380,53,433,380,53,433,41,392,433,23,410,433,159,274,433,22,411,433,36,397,433,140,293,433,33,400,31315,73067,33517,,6397,,28950,,51564,
"36081050700","Census Tract 507","Census Tract 507, Queens County, New York","ny","140","00","ACSSF","0006864",,,,,"36","081",,,,"050700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081050700",,,"372217","0",4162,4162,28960.34,0.14371379326854,1335,83,68,22,20,29,53,99,74,81,96,85,179,149,66,129,102,70179,70179,82903,,,75139,,35938,,41712,82944,83243.5205992509,82661,91988.0081300813,38625,48116.2393162393,27548,41218,51319,13750,20791,34539,14651,30875,22574,25833,28397,40263,64000,45313,28438,41212,53125,52120,86089,23169,14267,17835,16932,29827,62650,70179,88380,55313,1335,1159,176,1335,1050,285,1335,147,1188,1335,316,1019,1335,350,985,1335,99,1236,1335,91,1244,1335,136,1199,1335,96,1239,27541,33511,27700,,23065,,9726,,18153,36151
"36081050800","Census Tract 508","Census Tract 508, Queens County, New York","ny","140","00","ACSSF","0006865",,,,,"36","081",,,,"050800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081050800",,,"219531","0",2039,2039,24055.76,0.0847613965778992,623,53,69,12,34,0,16,0,0,11,47,97,33,56,40,115,40,70417,70417,56875,72311,,,,,,,,89514.2857142857,120284,116571.194379391,20893,29645.4081632653,35181,35972,63286,12480,34167,50000,15192,48365,,31853,65515,53750,63000,57750,2499,32250,84342,80833,103750,45170,,31771,61490,36630,52059,70417,128750,20060,623,475,148,623,475,148,623,28,595,623,64,559,623,245,378,623,81,542,623,72,551,623,83,540,623,34,589,28531,24585,29031,,,,20648,,37224,22120
"36081051000","Census Tract 510","Census Tract 510, Queens County, New York","ny","140","00","ACSSF","0006866",,,,,"36","081",,,,"051000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051000",,,"184889","0",1720,1720,24094.35,0.0713860450318689,485,25,34,16,0,0,0,6,0,17,20,63,106,29,47,41,81,89531,89531,,90000,,,,,,,,108040.618556701,94032,115071.09375,62431,76435.6435643564,42393,44811,83750,17574,40406,54457,12684,53967,,50598,49398,56542,69375,69028,,44531,85202,55781,106429,48889,,50761,41774,56818,54318,89531,93882,,485,401,84,485,401,84,485,22,463,485,52,433,485,165,320,485,42,443,485,60,425,485,92,393,485,23,462,32697,23327,33004,,28207,,,95594,38146,6649
"36081051100","Census Tract 511","Census Tract 511, Queens County, New York","ny","140","00","ACSSF","0006867",,,,,"36","081",,,,"051100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051100",,,"273907","0",2188,2188,20689.12,0.105756088445197,744,0,31,14,31,25,0,23,15,45,60,75,98,66,56,97,108,94545,94545,97059,,,94375,,80234,,81563,96250,119922.177419355,107604,127525.046040516,48977,91114.9253731343,46278,56797,76154,22039,35735,64485,14047,56382,,42292,57500,60625,71500,72750,,55313,76827,61563,74667,48403,,,37188,57083,66000,94545,111000,61250,744,615,129,744,600,144,744,99,645,744,211,533,744,218,526,744,29,715,744,0,744,744,113,631,744,40,704,41756,45404,,,39346,,22352,17148,29910,47609
"36081051200","Census Tract 512","Census Tract 512, Queens County, New York","ny","140","00","ACSSF","0006868",,,,,"36","081",,,,"051200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051200",,,"375794","0",2763,2763,19042.71,0.145094880748482,665,12,18,14,64,24,34,0,34,0,40,38,127,54,44,100,62,84077,84077,123750,84648,,69464,,83875,,,,100813.834586466,84309,101562.75862069,,62577.6470588235,30701,32341,41898,14605,27188,57800,16029,38205,25054,39076,31989,69000,59881,34821,25882,31071,35700,70729,59219,48796,22708,58125,27115,64911,82875,84077,89375,44345,665,561,104,665,547,118,665,68,597,665,84,581,665,220,445,665,28,637,665,35,630,665,95,570,665,85,580,26222,57400,26671,,20155,,24713,33325,20269,44213
"36081051300","Census Tract 513","Census Tract 513, Queens County, New York","ny","140","00","ACSSF","0006869",,,,,"36","081",,,,"051300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051300",,,"193535","0",2309,2309,30900.26,0.0747242844368391,747,26,46,2,0,31,16,45,0,40,75,84,121,82,35,103,41,83512,83512,95129,,,57609,,88598,,88068,95733,90505.2208835341,84345,95789.9814471243,38182,56659.1346153846,45646,54596,59453,,34559,48269,13068,50370,27031,52862,49688,56953,75625,57056,,55000,55588,59141,96667,34565,18958,32019,33370,55313,,83512,104844,52917,747,663,84,747,646,101,747,40,707,747,137,610,747,170,577,747,14,733,747,9,738,747,86,661,747,50,697,30139,34122,39942,,23256,,20332,,21334,35655
"36081051500","Census Tract 515","Census Tract 515, Queens County, New York","ny","140","00","ACSSF","0006870",,,,,"36","081",,,,"051500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051500",,,"224365","0",3260,3260,37632.25,0.0866278144918046,1162,11,59,18,141,21,57,7,22,32,33,144,166,132,132,113,74,80667,80667,83092,,,,,,,53558,84474,101135.542168675,95313,118177.427490542,53036,59333.8753387534,31705,51176,72386,16143,21940,61136,17267,52220,,19453,74904,55938,62182,64605,,31379,84091,72880,,32007,,14405,,41250,61726,80667,83520,71314,1162,978,184,1162,964,198,1162,49,1113,1162,179,983,1162,353,809,1162,51,1111,1162,6,1156,1162,161,1001,1162,14,1148,37085,41968,26848,,42037,,10961,19320,17987,44311
"36081051600","Census Tract 516","Census Tract 516, Queens County, New York","ny","140","00","ACSSF","0006871",,,,,"36","081",,,,"051600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051600",,,"184315","0",2017,2017,28342.81,0.0711644223834242,572,29,31,20,57,9,7,0,42,38,50,57,74,37,53,41,27,61071,61071,,65921,,,,,,23393,,77237.0629370629,67969,81141.0526315789,43125,53146.3917525773,21723,20117,48387,12360,24583,45091,13450,43750,35083,40500,40509,48850,68611,48500,,45820,46938,,,32216,25750,,32042,43819,67330,61071,92083,,572,423,149,572,423,149,572,15,557,572,47,525,572,307,265,572,101,471,572,63,509,572,124,448,572,113,459,23700,27405,22906,,,,,,20595,
"36081051700","Census Tract 517","Census Tract 517, Queens County, New York","ny","140","00","ACSSF","0006872",,,,,"36","081",,,,"051700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051700",,,"254179","0",1969,1969,20063.37,0.0981390647369795,703,33,23,34,50,53,45,0,11,23,28,54,117,77,31,93,31,74702,74702,85000,,,81786,,,,57857,85521,91152.6315789474,91000,100390.650406504,46042,55389.0995260663,39750,43534,53665,17428,32021,52838,17619,47174,18750,42500,44792,60045,64375,46094,,50982,45313,54063,115750,47708,,32679,44236,60357,48854,74702,82159,64474,703,540,163,703,482,221,703,96,607,703,157,546,703,195,508,703,64,639,703,18,685,703,122,581,703,50,653,33817,36494,,,34363,,18536,12975,20061,42455
"36081051800","Census Tract 518","Census Tract 518, Queens County, New York","ny","140","00","ACSSF","0006873",,,,,"36","081",,,,"051800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081051800",,,"169821","0",2079,2079,31707.42,0.0655682574591079,618,31,38,24,0,23,9,8,40,19,17,59,120,104,56,26,44,77778,77778,,78542,,,,,,,,92590.9385113269,88333,102850.198412698,28889,38132.4561403509,33750,29970,49286,12407,40568,47717,18456,42364,31929,35568,40987,51250,68958,37321,40707,36250,30000,,,45255,15368,35147,41776,61250,52250,77778,85573,,618,575,43,618,559,59,618,40,578,618,64,554,618,226,392,618,11,607,618,19,599,618,156,462,618,18,600,30195,6400,30227,,,,,40617,12494,
"36081052000","Census Tract 520","Census Tract 520, Queens County, New York","ny","140","00","ACSSF","0006874",,,,,"36","081",,,,"052000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052000",,,"172214","0",1394,1394,20964.87,0.0664921999638608,431,28,27,8,4,0,0,36,9,27,53,51,39,31,53,61,4,70795,70795,,71477,,,,,,,,84570.0696055684,73688,94394.5244956772,,42130.9523809524,30122,35000,51343,11616,30122,41397,10873,41250,19083,40170,50025,56094,61761,48750,,41705,52438,,,36385,23077,32375,34205,57188,61761,70795,75938,39615,431,374,57,431,370,61,431,38,393,431,33,398,431,143,288,431,35,396,431,0,431,431,104,327,431,40,391,28678,18803,29076,,,,,24398,26230,11553
"36081052100","Census Tract 521","Census Tract 521, Queens County, New York","ny","140","00","ACSSF","0006875",,,,,"36","081",,,,"052100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052100",,,"190269","0",2366,2366,32206.57,0.0734632747333192,716,0,34,15,44,23,30,12,21,30,50,64,109,115,57,50,62,88841,88841,89360,,,,,98750,,88516,94167,116859.078212291,91250,120230.993150685,43000,67446.2121212121,31634,36389,54500,13690,26280,43940,10737,42989,19196,40203,41250,62875,62574,51991,28516,55809,40750,64375,,41281,13208,28542,41944,52344,32250,88841,105500,70909,716,640,76,716,616,100,716,78,638,716,179,537,716,252,464,716,18,698,716,15,701,716,66,650,716,22,694,36720,40721,30118,,19289,,35811,,20877,45900
"36081052200","Census Tract 522","Census Tract 522, Queens County, New York","ny","140","00","ACSSF","0006876",,,,,"36","081",,,,"052200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052200",,,"169840","0",1758,1758,26808.75,0.0655755934004327,492,13,11,14,6,15,19,31,15,0,20,79,81,51,49,41,47,88889,88889,,90385,,,,,,,,98713.8211382114,94750,116033.983286908,37614,46154.1353383459,38565,46645,56989,24375,33646,50375,17273,51675,38214,51250,51625,55833,58750,55243,56875,51208,51125,69844,,42381,,55114,52125,46125,54000,88889,88056,91500,492,405,87,492,394,98,492,25,467,492,46,446,492,187,305,492,27,465,492,21,471,492,141,351,492,47,445,31108,,29710,78221,16045,,,,22402,
"36081052400","Census Tract 524","Census Tract 524, Queens County, New York","ny","140","00","ACSSF","0006877",,,,,"36","081",,,,"052400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052400",,,"196181","0",1685,1685,22245.43,0.0757459107918647,516,12,10,20,34,26,41,0,55,0,16,37,79,59,26,67,34,76094,76094,,76641,,,,43333,,,,101065.697674419,92333,110063.173652695,40556,67185.7142857143,30296,33906,47177,23188,27340,55175,18000,41988,26827,32125,42222,56488,,45106,,45096,42045,,250001,41292,28500,30250,42500,56310,65568,76094,79583,,516,421,95,516,403,113,516,68,448,516,54,462,516,190,326,516,28,488,516,27,489,516,113,403,516,37,479,32856,23316,31272,,,,24329,316187,36051,
"36081052500","Census Tract 525","Census Tract 525, Queens County, New York","ny","140","00","ACSSF","0006878",,,,,"36","081",,,,"052500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052500",,,"202105","0",2288,2288,29320.86,0.07803318007651,748,61,67,19,25,53,13,27,13,11,46,65,85,112,58,60,33,70500,70500,71375,,,106563,,,,55227,73125,81825.5347593583,86953,99398.440545809,26761,41466.8085106383,31532,39135,53854,20750,27013,40881,14500,39306,46058,22331,40000,45227,62132,45729,47212,,39615,59038,73750,31216,,22059,40278,36167,41719,70500,85703,57386,748,589,159,748,561,187,748,68,680,748,143,605,748,134,614,748,16,732,748,17,731,748,115,633,748,66,682,28473,32212,34603,,34332,,12738,,15214,34670
"36081052600","Census Tract 526","Census Tract 526, Queens County, New York","ny","140","00","ACSSF","0006879",,,,,"36","081",,,,"052600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052600",,,"182575","0",1970,1970,27946.19,0.0704926045989402,543,38,24,5,21,14,19,37,6,3,23,82,88,40,24,76,43,74952,74952,,75313,,,,,,,,91264.6408839779,82759,103206.63507109,,46523.1404958678,33333,32500,47757,13580,35147,45938,20375,42500,35500,37500,42500,51071,84306,42750,35583,34375,49306,,,42348,,40625,37059,51250,84514,74952,83079,32500,543,467,76,543,467,76,543,10,533,543,35,508,543,170,373,543,5,538,543,16,527,543,92,451,543,54,489,27219,,26883,,55167,,42346,17300,26007,
"36081052800","Census Tract 528","Census Tract 528, Queens County, New York","ny","140","00","ACSSF","0006880",,,,,"36","081",,,,"052800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081052800",,,"180396","0",1321,1321,18965.91,0.0696512879596353,426,30,36,11,8,32,44,13,15,0,23,45,51,47,21,40,10,62667,62667,,57679,,,,,,,,82047.1830985915,86125,104220.141342756,26875,30720.2797202797,30819,41522,56250,27614,25704,40893,12344,40938,55147,26961,57981,41949,,43214,56058,30625,58942,60500,,39250,21094,26274,49554,41193,,62667,89565,26484,426,332,94,426,320,106,426,22,404,426,27,399,426,190,236,426,37,389,426,7,419,426,132,294,426,52,374,30275,,29850,,,,40955,,63906,
"36081053000","Census Tract 530","Census Tract 530, Queens County, New York","ny","140","00","ACSSF","0006881",,,,,"36","081",,,,"053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053000",,,"230158","0",2510,2510,28245.25,0.0888645043915261,648,0,0,5,21,37,29,5,12,23,67,117,62,157,49,58,6,80172,80172,,80776,,,,,,,,87675.9259259259,83889,93522.6277372263,31250,40788,31399,32072,42132,20462,30517,42203,18250,41285,35313,34833,42348,42475,49643,39375,44500,31034,38021,59706,54375,42319,11518,40500,51364,41531,48036,80172,82241,61667,648,548,100,648,544,104,648,13,635,648,51,597,648,271,377,648,6,642,648,9,639,648,188,460,648,73,575,24726,9161,25304,,,,,23360,,9161
"36081053100","Census Tract 531","Census Tract 531, Queens County, New York","ny","140","00","ACSSF","0006882",,,,,"36","081",,,,"053100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053100",,,"423497","0",3409,3409,20848.48,0.163513112802067,1222,37,58,9,9,32,68,69,76,91,78,120,247,144,59,63,62,73000,73000,80625,,,60313,,,,80375,74861,82721.031096563,81250,95040.9785932722,47191,66767.6056338028,34602,43846,50786,23056,26569,49451,12010,45185,31140,33750,47006,49435,44896,47813,31765,42174,59444,41477,,39875,28365,12426,40658,53088,,73000,88750,62386,1222,1071,151,1222,1028,194,1222,134,1088,1222,219,1003,1222,247,975,1222,36,1186,1222,9,1213,1222,222,1000,1222,55,1167,30584,33113,41219,,11217,,21989,,22502,36693
"36081053200","Census Tract 532","Census Tract 532, Queens County, New York","ny","140","00","ACSSF","0006883",,,,,"36","081",,,,"053200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053200",,,"189804","0",1903,1903,25967.56,0.0732837372219485,561,34,28,6,0,45,14,16,24,11,12,52,125,31,13,86,64,85170,85170,,84821,,,,199063,,199896,,101030.659536542,90066,110161.65577342,40000,43094.1176470588,33487,32106,59531,10625,34605,42907,16912,42587,14018,40179,37083,72143,66538,51875,,48295,,80417,72115,40524,13214,30461,38603,60893,53750,85170,87596,,561,466,95,561,455,106,561,11,550,561,30,531,561,219,342,561,17,544,561,17,544,561,137,424,561,43,518,31672,25707,32565,,,,47316,44106,42648,27020
"36081053401","Census Tract 534.01","Census Tract 534.01, Queens County, New York","ny","140","00","ACSSF","0006884",,,,,"36","081",,,,"053401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053401",,,"260260","0",2210,2210,21992.9,0.100486952063098,635,25,5,13,0,40,15,51,20,0,94,76,76,60,30,84,46,69107,69107,64141,68393,,,,,,78750,,93620.4724409449,71875,97935.3166986564,53500,57190.350877193,34383,38556,54338,,26958,47000,18608,41016,35893,34952,38750,87743,54375,46550,31397,36944,36944,105313,53125,39643,55781,,40313,40750,58289,69107,78393,63257,635,528,107,635,528,107,635,4,631,635,104,531,635,233,402,635,39,596,635,29,606,635,214,421,635,39,596,29167,19046,30700,,,,26499,,15231,98228
"36081053500","Census Tract 535","Census Tract 535, Queens County, New York","ny","140","00","ACSSF","0006885",,,,,"36","081",,,,"053500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053500",,,"502656","14162",1294,1294,6667.471,0.194076574872162,416,29,0,22,37,0,14,17,36,23,52,45,77,17,23,12,12,57708,57708,61250,,,,,42308,,46534,64896,68153.3653846154,58068,65351.7133956386,50625,52650.5263157895,29135,33915,47009,18843,23229,38281,16542,40625,,41500,36553,,,46116,,46071,,,,35455,,26071,36402,,,57708,59063,54792,416,354,62,416,354,62,416,51,365,416,70,346,416,84,332,416,19,397,416,17,399,416,32,384,416,50,366,23955,25481,,,,,18679,,20186,30762
"36081053601","Census Tract 536.01","Census Tract 536.01, Queens County, New York","ny","140","00","ACSSF","0006886",,,,,"36","081",,,,"053601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053601",,,"190875","0",1988,1988,26975.22,0.0736972526513636,514,9,31,5,13,5,13,27,13,12,52,59,41,104,70,41,19,90500,90500,122614,92813,,200114,,,,59327,,89707.0038910506,96875,92224.3436754177,50104,43824.2105263158,35036,35750,41831,14000,33846,46382,14090,37818,24531,37262,36776,49063,40847,39081,19808,37847,41938,48250,40515,37057,35909,36941,34615,53977,41250,90500,95417,68393,514,436,78,514,436,78,514,61,453,514,63,451,514,140,374,514,31,483,514,27,487,514,89,425,514,48,466,25086,18481,25411,,30767,,26238,,23474,
"36081053800","Census Tract 538","Census Tract 538, Queens County, New York","ny","140","00","ACSSF","0006887",,,,,"36","081",,,,"053800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053800",,,"188754","0",1841,1841,25261.28,0.0728783299382082,452,23,39,19,0,6,11,0,10,13,41,28,76,67,61,28,30,84750,84750,,83875,,,,,,127688,,89255.5309734513,82292,87104.0201005025,,36235.1851851852,29720,31467,37436,14394,28341,43125,15521,39375,17277,33182,45104,49444,45694,38929,,36850,39732,53269,,40179,17188,26208,47778,48333,55250,84750,83000,98421,452,400,52,452,375,77,452,54,398,452,35,417,452,160,292,452,34,418,452,24,428,452,91,361,452,28,424,24198,,24435,,31301,,21088,,35382,
"36081053900","Census Tract 539","Census Tract 539, Queens County, New York","ny","140","00","ACSSF","0006888",,,,,"36","081",,,,"053900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081053900",,,"604540","0",4528,4528,19398.99,0.233414208868921,1417,97,54,25,17,51,23,16,44,104,112,104,220,169,136,130,115,80554,80554,80445,,,81458,,,74519,75329,85833,94142.2724064926,96339,100926.100966702,58125,65504.3209876543,40099,45000,51154,23869,31554,44583,15435,45318,30357,31225,49464,48438,81406,46545,35893,32756,61161,50924,69545,43194,25250,24667,36889,46935,85982,80554,106181,63783,1417,1244,173,1417,1174,243,1417,215,1202,1417,206,1211,1417,325,1092,1417,106,1311,1417,8,1409,1417,129,1288,1417,93,1324,31122,29261,64156,,32860,,35862,23071,24677,40236
"36081054000","Census Tract 540","Census Tract 540, Queens County, New York","ny","140","00","ACSSF","0006889",,,,,"36","081",,,,"054000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081054000",,,"522713","0",4537,4537,22480.36,0.201820626195951,1215,88,22,23,58,67,44,87,16,65,99,84,167,130,99,93,73,66771,66771,,65521,,131094,,53015,131042,,,81158.2716049383,76094,84255.1859099804,26492,43633.6787564767,26256,30148,34392,16585,23015,41717,14760,31321,26510,32276,27778,45500,61667,32454,26970,31250,33036,66103,,26667,25500,36250,23448,40500,61071,66771,90867,42500,1215,1030,185,1215,1007,208,1215,165,1050,1215,76,1139,1215,301,914,1215,62,1153,1215,98,1117,1215,262,953,1215,151,1064,23631,26745,24258,,25250,,18878,33360,26941,62975
"36081054200","Census Tract 542","Census Tract 542, Queens County, New York","ny","140","00","ACSSF","0006890",,,,,"36","081",,,,"054200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081054200",,,"541845","0",4891,4891,23378.7,0.209207533007875,1421,82,51,75,48,78,47,30,36,84,129,136,112,150,139,167,57,70795,70795,,70625,,61688,,74079,85000,,,83643.209007741,76534,94503.41588386,25517,28122,27152,33855,44924,16964,23109,33365,12217,33863,21125,26397,42500,51250,51849,37373,25521,31991,43864,53843,51458,26993,13603,21888,40948,38125,52240,70795,82788,27813,1421,1235,186,1421,1198,223,1421,136,1285,1421,152,1269,1421,439,982,1421,73,1348,1421,29,1392,1421,117,1304,1421,137,1284,25661,25184,22619,,29173,,28941,24186,24155,25042
"36081054500","Census Tract 545","Census Tract 545, Queens County, New York","ny","140","00","ACSSF","0006891",,,,,"36","081",,,,"054500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081054500",,,"113474","0",4185,4185,95520.55,0.0438125582049029,1289,86,64,48,0,70,49,37,163,53,109,116,163,124,63,114,30,58713,58713,57634,86250,,73929,,43929,83646,58750,51806,72348.9526764934,53241,70312.3809523809,59154,67246.5478841871,30814,36175,43201,14000,22861,36735,15776,36739,34708,27903,41151,41615,61250,40981,35769,33438,57614,,69875,31765,,22969,27014,42188,45469,58713,83333,58044,1289,1160,129,1289,1138,151,1289,163,1126,1289,104,1185,1289,115,1174,1289,52,1237,1289,29,1260,1289,58,1231,1289,33,1256,23912,24993,15981,,24377,,18515,18645,21726,30850
"36081054700","Census Tract 547","Census Tract 547, Queens County, New York","ny","140","00","ACSSF","0006892",,,,,"36","081",,,,"054700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081054700",,,"129153","0",5221,5221,104700.1,0.0498662542065832,1440,43,9,96,22,149,54,91,72,75,64,138,164,221,49,110,83,62394,62394,60771,35852,,72692,,101528,,72852,39281,81881.5277777778,62500,80410.0538599641,38696,58994.1717791411,27848,32250,41755,15767,21673,33507,9808,31952,25722,29250,40263,37300,52500,38563,35938,31875,,43393,58375,24130,16806,22453,33417,36976,,62394,83349,59265,1440,1276,164,1440,1230,210,1440,262,1178,1440,185,1255,1440,309,1131,1440,46,1394,1440,63,1377,1440,73,1367,1440,105,1335,24215,24530,17231,,21714,,26829,,22181,31785
"36081054800","Census Tract 548","Census Tract 548, Queens County, New York","ny","140","00","ACSSF","0006893",,,,,"36","081",,,,"054800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36081054800",,,"225673","0",2309,2309,26499.77,0.0871328361366925,646,37,8,43,5,31,31,24,32,16,59,70,40,50,74,62,64,68700,68700,42083,72656,,69000,,144375,110865,,48214,96374.613003096,74250,101997.887323944,39500,43375.641025641,30929,38080,51906,12108,20313,39141,11031,37853,30547,21645,51458,52885,,48551,27143,27813,52292,58750,,30789,31923,19453,42083,33889,,68700,73359,44875,646,555,91,646,517,129,646,118,528,646,80,566,646,218,428,646,41,605,646,28,618,646,103,543,646,10,636,28054,19754,33052,,26692,,39724,27890,27410,26329
