Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001
"36005000100","Census Tract 1","Census Tract 1, Bronx County, New York","ny","140","00","ACSSF","0003484",,,,,"36","005",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005000100",,,"1677210","1035011",7080,7080,10933.11,0.647574428916273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,10163,10029,15000,8848,12542,,7000,11208,11506,11719,10714,,,11363,11903,12525,10446,,,,,6875,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,3288,2170,,174,,911,,1863,5900
"36005000200","Census Tract 2","Census Tract 2, Bronx County, New York","ny","140","00","ACSSF","0003485",,,,,"36","005",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005000200",,,"479463","852046",4542,4542,24535.21,0.185121707127601,1328,91,32,65,98,67,64,26,106,21,95,176,126,149,55,79,78,59914,59914,63818,34955,,,,59333,130583,62838,106146,72979.0662650602,66488,79726.617954071,51346,49907.5675675676,28690,32697,46466,11401,23576,34479,13570,37228,33831,30931,33333,53810,86146,43086,34211,36282,62973,54957,,31370,33229,30399,22353,51250,,59914,67232,44390,1328,1028,300,1328,1011,317,1328,77,1251,1328,108,1220,1328,508,820,1328,156,1172,1328,97,1231,1328,274,1054,1328,123,1205,22538,24822,19015,,29756,,18895,31477,21233,38536
"36005000400","Census Tract 4","Census Tract 4, Bronx County, New York","ny","140","00","ACSSF","0003486",,,,,"36","005",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005000400",,,"770689","690794",5634,5634,18933.7,0.297564699141463,1963,142,38,106,43,10,58,46,98,22,82,271,337,162,178,247,123,82073,82073,73000,90278,,,,101776,158000,81554,69671,94722.7712684666,90118,101181.818181818,52419,60767.2794117647,36931,37222,61250,13393,36551,59141,14753,52741,11667,54375,45907,56333,81771,48365,,52578,45077,62212,124068,57143,,81438,47931,49781,62083,82073,90759,50313,1963,1599,364,1963,1571,392,1963,144,1819,1963,286,1677,1963,580,1383,1963,109,1854,1963,143,1820,1963,351,1612,1963,194,1769,35025,33273,38551,62473,30443,,31434,43922,34321,26480
"36005001600","Census Tract 16","Census Tract 16, Bronx County, New York","ny","140","00","ACSSF","0003487",,,,,"36","005",,,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005001600",,,"485079","0",5917,5917,31592.71,0.187290056942349,1982,167,247,111,122,113,214,59,152,88,211,141,161,133,19,23,21,35802,35802,34569,40563,,,,33295,,36085,,59663.370332997,40577,66110.8923884514,17560,20254.8034934498,18610,21599,41571,9982,16781,34437,12053,32182,20522,24432,32061,50781,48629,35994,,,36567,,44000,30878,12336,24205,30726,53021,83125,35802,60912,33419,1982,1477,505,1982,1470,512,1982,66,1916,1982,46,1936,1982,672,1310,1982,202,1780,1982,189,1793,1982,249,1733,1982,165,1817,22649,17847,15116,,,,19307,229871,28024,11315
"36005001900","Census Tract 19","Census Tract 19, Bronx County, New York","ny","140","00","ACSSF","0003488",,,,,"36","005",,,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005001900",,,"1668013","1143135",2765,2765,4293.322,0.644023447212883,929,127,96,31,31,24,43,71,73,25,82,97,115,50,49,0,15,42075,42075,56375,38981,,,,46932,42292,46705,56750,54415.1776103337,41447,56012.0408163265,39896,49000,21266,21707,38250,8169,20750,41715,9360,34167,,28200,37188,42115,51429,31769,,26328,35188,69773,50703,35417,21354,29514,42222,33667,66250,42075,86250,40025,929,760,169,929,722,207,929,108,821,929,35,894,929,66,863,929,72,857,929,48,881,929,31,898,929,40,889,20756,37195,16373,,12286,,18276,8448,21406,38473
"36005002000","Census Tract 20","Census Tract 20, Bronx County, New York","ny","140","00","ACSSF","0003489",,,,,"36","005",,,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002000",,,"395564","0",9409,9409,61606.21,0.15272812074805,3151,659,440,294,196,176,157,201,108,0,249,183,244,163,11,38,32,24447,24447,19893,34402,,,,27996,14907,22074,,43280.2602348461,30690,47286.0829493088,11964,24842.9153924567,17792,27716,41812,9638,15174,30417,10969,31138,18265,35643,38456,,,40478,31213,40816,46732,39150,,20637,12289,27851,29583,,,24447,50407,18119,3151,1953,1198,3151,1798,1353,3151,155,2996,3151,123,3028,3151,924,2227,3151,687,2464,3151,286,2865,3151,249,2902,3151,297,2854,15534,11872,19054,,,,14865,6965,13050,
"36005002300","Census Tract 23","Census Tract 23, Bronx County, New York","ny","140","00","ACSSF","0003490",,,,,"36","005",,,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002300",,,"104645","0",4600,4600,113851.1,0.0404036621019094,2000,473,347,302,172,81,135,106,85,90,83,39,60,0,6,21,0,18032,18032,14816,15639,23713,,,19909,,18050,,25868.55,24556,30936.1424847958,12177,15987.9858657244,12768,15791,31330,9318,11836,24779,9946,19537,15500,22393,20819,36549,,21588,19310,21923,,,,18801,12113,22644,20862,36354,,18032,,18032,2000,1096,904,2000,1050,950,2000,88,1912,2000,24,1976,2000,752,1248,2000,498,1502,2000,258,1742,2000,155,1845,2000,123,1877,11864,10795,9479,8206,,,14499,23060,13257,
"36005002400","Census Tract 24","Census Tract 24, Bronx County, New York","ny","140","00","ACSSF","0003491",,,,,"36","005",,,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002400",,,"675911","263388",172,172,659.0778,0.260970707200188,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,38,,,,,,,,,,,,,,,,,61152,,,,,,,61152,,,,,,,,,,,,,,,,,,,,,43,43,0,43,43,0,43,0,43,43,0,43,43,0,43,43,0,43,43,0,43,43,0,43,43,0,43,54873,,,,,,,,,
"36005002500","Census Tract 25","Census Tract 25, Bronx County, New York","ny","140","00","ACSSF","0003492",,,,,"36","005",,,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002500",,,"127492","0",5887,5887,119593.9,0.0492249384939235,1947,430,263,205,93,65,146,85,96,66,78,111,104,109,96,0,0,24530,24530,53669,16528,,,,23734,,24391,64643,38060.0410888546,35944,47724.2681047766,10985,16220.4930662558,16682,20165,28337,8771,15272,31897,10876,23830,23519,18139,31373,23875,63913,24769,25332,16307,28438,13833,64620,22563,16581,18722,40375,36111,60694,24530,130398,23790,1947,1259,688,1947,1211,736,1947,132,1815,1947,48,1899,1947,514,1433,1947,501,1446,1947,154,1793,1947,44,1903,1947,98,1849,13551,23743,12784,,12948,,11237,12792,13275,22598
"36005002701","Census Tract 27.01","Census Tract 27.01, Bronx County, New York","ny","140","00","ACSSF","0003493",,,,,"36","005",,,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002701",,,"82641","0",2868,2868,89883.78,0.0319078698434124,1061,286,113,120,114,72,34,51,101,12,26,78,48,0,6,0,0,20599,20599,,21131,,,,18292,,20602,,27448.067860509,24185,30107.9027355623,12938,18792.8039702233,15243,17044,38906,10566,11429,26563,8440,24701,16623,27546,24038,42917,,26046,,26563,25417,,,23587,16433,28355,23365,42778,,20599,,20599,1061,705,356,1061,665,396,1061,40,1021,1061,6,1055,1061,221,840,1061,181,880,1061,182,879,1061,66,995,1061,72,989,10650,16007,11420,,,,9163,,10611,
"36005002702","Census Tract 27.02","Census Tract 27.02, Bronx County, New York","ny","140","00","ACSSF","0003494",,,,,"36","005",,,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002702",,,"155504","0",4702,4702,78313.89,0.060040432619765,1484,452,335,117,45,47,67,89,41,15,18,37,134,51,10,26,0,14375,14375,23611,14991,,,,11909,,12331,,30388.0727762803,18306,35291.4597815293,10728,15744.2348008386,15305,19902,32153,12674,12169,32813,9006,26238,21397,22625,33016,53088,,26157,25185,30000,27500,,,26328,11776,20762,33413,53382,,14375,,13986,1484,756,728,1484,734,750,1484,54,1430,1484,0,1484,1484,348,1136,1484,365,1119,1484,301,1183,1484,128,1356,1484,74,1410,10746,15422,11070,,,,9079,12660,9941,
"36005002800","Census Tract 28","Census Tract 28, Bronx County, New York","ny","140","00","ACSSF","0003495",,,,,"36","005",,,,"002800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005002800",,,"414588","24677",5269,5269,32916.16,0.160073328525074,2309,98,85,63,82,134,81,160,184,91,302,476,200,227,56,70,0,52479,52479,51174,54846,,,,48452,,50945,,60108.6184495453,57026,65730.8874912648,41445,50945.2164009112,31139,31371,34592,25648,30777,42665,15431,34726,30357,42654,32240,60054,92778,32063,31147,28628,24969,64179,,40514,19821,43147,33893,43599,,52479,79643,50931,2309,1466,843,2309,1466,843,2309,38,2271,2309,163,2146,2309,896,1413,2309,246,2063,2309,32,2277,2309,655,1654,2309,235,2074,27519,22511,29760,,,,26103,16754,23161,
"36005003100","Census Tract 31","Census Tract 31, Bronx County, New York","ny","140","00","ACSSF","0003496",,,,,"36","005",,,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005003100",,,"154703","0",1703,1703,28511.08,0.0597311647775974,597,49,27,70,48,6,28,35,38,53,56,41,69,50,19,8,0,44583,44583,32344,40750,,,,50625,,47368,,51630.3182579564,46964,54080.1452784504,31786,36135.8695652174,23561,35240,36803,10417,20638,36071,14702,32206,20583,40500,34625,41793,,40231,26875,35882,42303,,,22803,19356,52656,23417,,,44583,71250,41304,597,510,87,597,497,100,597,35,562,597,21,576,597,104,493,597,30,567,597,52,545,597,61,536,597,44,553,19383,20439,21123,,6143,,18497,17262,19718,
"36005003300","Census Tract 33","Census Tract 33, Bronx County, New York","ny","140","00","ACSSF","0003497",,,,,"36","005",,,,"003300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005003300",,,"152385","0",3534,3534,60065.08,0.0588361799359688,1198,374,164,89,117,101,65,24,45,33,45,29,33,13,0,52,14,18511,18511,40435,17757,,,,19821,5568,20402,,32082.2203672788,20122,35203.4574468085,16513,26140.3587443946,13525,17236,38095,12975,10139,27406,7555,24600,18571,17214,37750,,,28804,18286,34279,39405,,,23400,22900,16227,32011,73170,,18511,,14857,1198,641,557,1198,608,590,1198,101,1097,1198,30,1168,1198,373,825,1198,280,918,1198,178,1020,1198,93,1105,1198,60,1138,11252,15852,9650,,,,11745,7557,12511,20308
"36005003500","Census Tract 35","Census Tract 35, Bronx County, New York","ny","140","00","ACSSF","0003498",,,,,"36","005",,,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005003500",,,"142005","0",3900,3900,71130.97,0.0548284393595646,1293,222,97,114,122,77,107,75,12,42,79,87,200,36,0,0,23,30490,30490,22446,37629,,,,30859,15750,23088,,41606.8058778036,36793,49478.3695652174,15795,20421.4477211796,20530,19462,27361,7426,22045,32656,15640,28516,21089,32000,29911,33242,,22464,18028,,,35357,,30526,28571,31417,30855,32695,,30490,,29318,1293,1006,287,1293,954,339,1293,65,1228,1293,25,1268,1293,366,927,1293,115,1178,1293,113,1180,1293,163,1130,1293,96,1197,14954,9722,17142,19433,,,14691,13210,15069,
"36005003700","Census Tract 37","Census Tract 37, Bronx County, New York","ny","140","00","ACSSF","0003499",,,,,"36","005",,,,"003700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005003700",,,"165973","0",269,269,4197.711,0.0640825362897434,148,48,12,21,5,9,0,0,4,8,21,16,4,0,0,0,0,,,,,,,,12188,,,,28996.6216216216,47188,37478.6885245902,10729,23049.4252873563,15463,16574,33854,8250,,21500,8889,22125,,,31146,21000,,31875,44063,,,,,20063,,,,21000,,,,,148,82,66,148,82,66,148,0,148,148,16,132,148,10,138,148,52,96,148,19,129,148,4,144,148,4,144,16531,16767,24836,,,,10211,,14358,
"36005003800","Census Tract 38","Census Tract 38, Bronx County, New York","ny","140","00","ACSSF","0003500",,,,,"36","005",,,,"003800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005003800",,,"63397","0",1434,1434,58583.89,0.02447771958789,411,49,23,22,51,20,17,12,20,6,11,44,58,24,20,0,34,41438,41438,,41964,,,,,,40208,,77720.1946472019,51932,87330.1538461538,28750,24608.1395348837,22589,27574,44318,12719,20809,35603,11369,36453,19500,28750,36912,60000,,38646,,28603,39271,,,33750,24167,30417,31607,66477,,41438,83542,34000,411,281,130,411,268,143,411,47,364,411,46,365,411,141,270,411,76,335,411,18,393,411,53,358,411,22,389,23860,15278,24180,,,,73039,,22727,
"36005003900","Census Tract 39","Census Tract 39, Bronx County, New York","ny","140","00","ACSSF","0003501",,,,,"36","005",,,,"003900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005003900",,,"216210","0",6742,6742,80762.68,0.0834791512547548,2047,374,318,108,187,161,29,87,138,108,29,39,192,78,41,101,57,25903,25903,53405,,,,,21593,,21973,,48273.6199316072,41090,63770.2904564315,12901,22675.5344418052,18880,22000,26812,15539,13327,37555,8762,24658,17388,25071,38695,42629,,25083,22132,21580,45219,,,23811,10031,28311,38566,,,25903,174792,24068,2047,1370,677,2047,1301,746,2047,161,1886,2047,99,1948,2047,478,1569,2047,249,1798,2047,149,1898,2047,131,1916,2047,173,1874,16538,33615,20511,,,,11475,,13010,56466
"36005004001","Census Tract 40.01","Census Tract 40.01, Bronx County, New York","ny","140","00","ACSSF","0003502",,,,,"36","005",,,,"004001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004001",,,"123145","0",1485,1485,31232.55,0.0475465523392386,484,23,11,38,26,63,19,11,5,21,41,37,73,67,9,36,4,53846,53846,41750,31786,,,,78472,,52981,40500,74037.1900826446,68438,84862.5352112676,29750,38243.4108527132,27117,31488,48990,17500,23553,57431,14258,42074,26563,26339,43875,63750,81875,41000,27917,,51023,53958,,47596,16528,,42750,76136,81875,53846,79233,30982,484,396,88,484,395,89,484,17,467,484,61,423,484,169,315,484,44,440,484,32,452,484,91,393,484,37,447,25964,23168,20359,,35058,,26026,40182,24631,17927
"36005004100","Census Tract 41","Census Tract 41, Bronx County, New York","ny","140","00","ACSSF","0003503",,,,,"36","005",,,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004100",,,"184733","0",5517,5517,77349.27,0.0713258130925703,2056,575,301,196,169,154,153,167,139,34,28,0,59,12,26,0,43,18942,18942,24333,,,,,19808,,19495,,30770.9630350195,21274,34109.7003154574,12882,18267.1319796954,14920,19385,23275,18384,11543,33649,9414,19359,12654,22102,31129,26391,,19943,14109,,31022,,,18632,6229,21516,37857,,,18942,,17921,2056,1279,777,2056,1230,826,2056,124,1932,2056,39,2017,2056,490,1566,2056,333,1723,2056,183,1873,2056,152,1904,2056,146,1910,12873,14634,10577,,,,14084,7037,13202,32501
"36005004200","Census Tract 42","Census Tract 42, Bronx County, New York","ny","140","00","ACSSF","0003504",,,,,"36","005",,,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004200",,,"483356","0",7207,7207,38617.59,0.18662480289484,2736,317,439,184,196,111,171,21,245,102,302,123,350,175,0,0,0,33016,33016,38631,40837,,,,17532,,31708,,41783.1140350877,41946,47984.9688031764,20613,29001.7471736896,23347,30126,45361,11974,19121,35616,12816,32166,,34972,31016,,,41288,40401,40908,52849,,,26871,23170,32557,25980,55223,,33016,70789,29747,2736,1691,1045,2736,1540,1196,2736,185,2551,2736,59,2677,2736,967,1769,2736,244,2492,2736,191,2545,2736,563,2173,2736,200,2536,16775,13881,18828,,8242,,16250,19255,14658,
"36005004300","Census Tract 43","Census Tract 43, Bronx County, New York","ny","140","00","ACSSF","0003505",,,,,"36","005",,,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004300",,,"225393","0",6088,6088,69957.13,0.0870247275276951,2111,448,288,209,146,129,108,65,148,26,171,100,103,59,63,42,6,24014,24014,21959,19904,,,,26618,,26531,21094,37502.4159166272,26788,43845.1415455241,11180,18349.6268656716,15104,21523,32772,11398,10331,31667,8690,25026,18448,24950,30242,53988,,31250,19701,40379,32097,80542,,19365,13015,15722,21463,46161,,24014,101042,21964,2111,1315,796,2111,1293,818,2111,175,1936,2111,6,2105,2111,537,1574,2111,501,1610,2111,227,1884,2111,84,2027,2111,108,2003,13913,17645,12415,,2240,,14114,12360,14665,11194
"36005004400","Census Tract 44","Census Tract 44, Bronx County, New York","ny","140","00","ACSSF","0003506",,,,,"36","005",,,,"004400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004400",,,"265578","0",4607,4607,44928.7,0.102540243429699,1641,369,243,159,193,128,71,87,91,37,29,83,49,58,10,34,0,20884,20884,22206,16198,,,,21563,31081,21702,,31408.1048141377,27553,37911.1795774648,10920,14554.0594059406,12526,13977,37774,9882,12222,36829,9937,26978,17550,25433,27474,39410,,26848,18672,,38811,,,27022,16739,26667,26354,39931,,20884,38798,20411,1641,911,730,1641,849,792,1641,91,1550,1641,0,1641,1641,495,1146,1641,383,1258,1641,254,1387,1641,148,1493,1641,127,1514,12013,12163,11408,,11728,,12145,17204,12990,6329
"36005004600","Census Tract 46","Census Tract 46, Bronx County, New York","ny","140","00","ACSSF","0003507",,,,,"36","005",,,,"004600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004600",,,"135340","0",1817,1817,34771.75,0.0522550683632511,706,77,131,61,52,18,23,45,45,25,42,87,42,15,28,7,8,32750,32750,24423,44219,,,,,,21438,,45977.4787535411,27841,44881.7721518987,39150,46505.4662379421,19368,18822,33864,13319,20129,43520,13901,26609,24815,,27054,36250,,27447,26447,,27083,,,25417,,,,35125,,32750,66484,29659,706,435,271,706,427,279,706,27,679,706,15,691,706,230,476,706,95,611,706,68,638,706,92,614,706,93,613,18875,17400,20112,,,,22101,,17149,14817
"36005004800","Census Tract 48","Census Tract 48, Bronx County, New York","ny","140","00","ACSSF","0003508",,,,,"36","005",,,,"004800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005004800",,,"150832","0",4680,4680,80361.88,0.0582365632582081,1407,194,81,137,103,131,83,76,139,26,87,68,125,67,54,28,8,33644,33644,25568,40882,19013,,,36958,66389,35132,,48514.6410803127,37500,53160.6542056075,18882,30280.118694362,18352,21088,30991,9565,16110,26442,9239,24933,23598,19355,25948,,,26475,26326,20898,25729,40909,,18370,13295,16635,26000,83220,,33644,80583,31319,1407,1107,300,1407,1046,361,1407,187,1220,1407,22,1385,1407,207,1200,1407,157,1250,1407,118,1289,1407,141,1266,1407,182,1225,16572,10740,22475,18068,,,15537,12844,15210,
"36005005001","Census Tract 50.01","Census Tract 50.01, Bronx County, New York","ny","140","00","ACSSF","0003509",,,,,"36","005",,,,"005001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005001",,,"97889","0",4979,4979,131736.5,0.0377951558076717,1565,306,167,147,175,158,100,61,24,46,69,38,134,9,41,44,46,24619,24619,24191,33882,,,,21985,,22339,,43356.7412140575,26867,48261.7164898746,17653,30296.4015151515,18086,22623,32292,9723,14413,28603,9946,25589,22466,27218,26964,26417,82738,27342,24242,29091,,,83095,21425,15045,23750,28125,,77031,24619,98438,22231,1565,1052,513,1565,1042,523,1565,122,1443,1565,106,1459,1565,397,1168,1565,234,1331,1565,151,1414,1565,134,1431,1565,90,1475,15183,19121,20872,,28733,,11363,24480,12197,127500
"36005005002","Census Tract 50.02","Census Tract 50.02, Bronx County, New York","ny","140","00","ACSSF","0003510",,,,,"36","005",,,,"005002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005002",,,"113902","0",5519,5519,125495.1,0.0439778099357989,1871,386,236,211,89,69,200,143,59,28,54,181,126,64,13,12,0,26534,26534,17351,32297,,,,24205,,26023,,34574.024585783,31595,37358.435207824,12458,24638.198757764,17172,19167,25678,12208,13145,27363,8510,21813,18373,20677,25273,48651,,24063,19603,21771,45833,27208,,18558,13851,19327,16557,73147,,26534,,24318,1871,1358,513,1871,1290,581,1871,149,1722,1871,38,1833,1871,308,1563,1871,307,1564,1871,159,1712,1871,148,1723,1871,68,1803,12972,11198,16974,25695,34809,,11660,5657,11898,6010
"36005005100","Census Tract 51","Census Tract 51, Bronx County, New York","ny","140","00","ACSSF","0003511",,,,,"36","005",,,,"005100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005100",,,"510448","0",5588,5588,28353.24,0.19708508301969,2083,449,386,368,112,134,66,70,81,103,154,98,16,22,0,18,6,16844,16844,12250,20000,,,,15945,21397,15847,,26571.48343735,17261,28170.1699181875,12464,19888.8663967611,13895,17053,29732,11113,11733,37024,9470,20927,15489,21691,30273,38750,,22808,,21801,24727,,,20097,12185,17379,36071,39716,,16844,,16844,2083,1293,790,2083,1293,790,2083,21,2062,2083,16,2067,2083,524,1559,2083,517,1566,2083,313,1770,2083,98,1985,2083,184,1899,10547,13214,11583,,,,9434,,9666,
"36005005200","Census Tract 52","Census Tract 52, Bronx County, New York","ny","140","00","ACSSF","0003512",,,,,"36","005",,,,"005200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005200",,,"182689","0",2091,2091,29644.18,0.0705366202468892,834,191,111,104,59,61,9,34,33,0,27,104,59,7,11,6,18,20833,20833,20515,16181,,,,25865,2499,22500,,49689.5683453237,36354,69393.8818565401,11778,22106.1111111111,17175,20066,31302,13810,14199,29167,10668,21616,20430,19620,21004,41229,,23750,20491,22750,,,,20204,,16713,14708,40625,,20833,,20379,834,549,285,834,549,285,834,24,810,834,24,810,834,277,557,834,133,701,834,64,770,834,37,797,834,33,801,20898,17111,23853,,,,22799,503,23121,
"36005005300","Census Tract 53","Census Tract 53, Bronx County, New York","ny","140","00","ACSSF","0003513",,,,,"36","005",,,,"005300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005300",,,"68745","3852",4483,4483,168898.3,0.0265425940197406,1591,485,280,122,90,64,141,70,64,40,64,129,7,6,11,9,9,16210,16210,11615,17258,,,,,30125,15703,,26310.0565681961,18179,26889.6115627823,14392,24032.6446280992,13836,19118,36439,9914,12969,34811,9706,24861,18895,22375,35781,35729,46181,29286,,28214,,,46181,22156,18750,,36016,31902,,16210,,16210,1591,951,640,1591,898,693,1591,60,1531,1591,18,1573,1591,312,1279,1591,370,1221,1591,345,1246,1591,73,1518,1591,206,1385,9828,10530,9323,,,,10189,13691,9296,
"36005005400","Census Tract 54","Census Tract 54, Bronx County, New York","ny","140","00","ACSSF","0003514",,,,,"36","005",,,,"005400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005400",,,"196516","0",6003,6003,79116.7,0.0758752550204866,1782,199,184,132,101,118,161,110,95,66,66,233,121,142,7,37,10,34167,34167,25822,37396,48056,,,31972,,32278,,47089.5622895623,38813,51417.6372712146,21750,28073.1034482759,17185,23625,33327,12055,13627,26087,8857,25199,23569,31058,26250,,,27049,26765,29659,27454,,,17083,14589,31202,20875,,,34167,71932,31313,1782,1396,386,1782,1312,470,1782,266,1516,1782,110,1672,1782,385,1397,1782,254,1528,1782,210,1572,1782,197,1585,1782,130,1652,15495,10712,18219,7673,24125,,16158,14940,14667,3927
"36005005600","Census Tract 56","Census Tract 56, Bronx County, New York","ny","140","00","ACSSF","0003515",,,,,"36","005",,,,"005600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005600",,,"136188","0",2384,2384,45338.29,0.0525824830076433,872,212,150,41,60,49,36,20,5,25,84,64,61,56,0,9,0,22750,22750,,57083,,,,18056,,16875,,35888.6467889908,34625,42910.0952380952,11042,22804.8991354467,16574,20350,35246,12566,15704,22418,9982,21957,9519,21061,28958,36830,65972,27241,,26417,36875,36339,,18828,18214,16856,21346,41146,,22750,71607,15817,872,491,381,872,467,405,872,82,790,872,37,835,872,344,528,872,134,738,872,94,778,872,139,733,872,73,799,14251,13142,18105,,,,11984,23966,12382,28384
